,nearest_miles,Intensity_5 miles,Intensity_10 miles,Intensity_20 miles,Intensity_30 miles,intensity_50 miles,Intensity_100 miles,Intensity_200 miles,,
33473,,,,,,,,,,
33474,,,,,,,,,,
33477,,,,,,,,,,
33478,,,,,,,,,,
33480,,,,,,,,,,
33481,,,,,,,,,,
33483,,,,,,,,,,
33484,,,,,,,,,,
33486,,,,,,,,,,
33487,,,,,,,,,,
33496,,,,,,,,,,
33497,,,,,,,,,,
33498,,,,,,,,,,
33511,,,,,,,,,,
33513,,,,,,,,,,
33514,,,,,,,,,,
33524,,,,,,,,,,
33527,,,,,,,,,,
33543,,,,,,,,,,
33544,,,,,,,,,,
33547,,,,,,,,,,
33548,,,,,,,,,,
33549,,,,,,,,,,
33556,,,,,,,,,,
33558,,,,,,,,,,
33559,,,,,,,,,,
33563,,,,,,,,,,
33566,,,,,,,,,,
33567,,,,,,,,,,
33569,,,,,,,,,,
33572,,,,,,,,,,
33583,,,,,,,,,,
33584,,,,,,,,,,
33594,,,,,,,,,,
33601,,,,,,,,,,
33602,,,,,,,,,,
33603,,,,,,,,,,
33605,,,,,,,,,,
33606,,,,,,,,,,
33607,,,,,,,,,,
33609,,,,,,,,,,
33610,,,,,,,,,,
33611,,,,,,,,,,
33612,,,,,,,,,,
33613,,,,,,,,,,
33614,,,,,,,,,,
33615,,,,,,,,,,
33617,,,,,,,,,,
33618,,,,,,,,,,
33619,,,,,,,,,,
33623,,,,,,,,,,
33624,,,,,,,,,,
33625,,,,,,,,,,
33626,,,,,,,,,,
33629,,,,,,,,,,
33634,,,,,,,,,,
33637,,,,,,,,,,
33647,,,,,,,,,,
33672,,,,,,,,,,
33679,,,,,,,,,,
33684,,,,,,,,,,
33688,,,,,,,,,,
33701,,,,,,,,,,
33702,,,,,,,,,,
33703,,,,,,,,,,
33704,,,,,,,,,,
33707,,,,,,,,,,
33708,,,,,,,,,,
33710,,,,,,,,,,
33711,,,,,,,,,,
33713,,,,,,,,,,
33714,,,,,,,,,,
33715,,,,,,,,,,
33716,,,,,,,,,,
33729,,,,,,,,,,
33731,,,,,,,,,,
33733,,,,,,,,,,
33734,,,,,,,,,,
33755,,,,,,,,,,
33756,,,,,,,,,,
33757,,,,,,,,,,
33759,,,,,,,,,,
33760,,,,,,,,,,
33761,,,,,,,,,,
33762,,,,,,,,,,
33763,,,,,,,,,,
33764,,,,,,,,,,
33765,,,,,,,,,,
33767,,,,,,,,,,
33770,,,,,,,,,,
33771,,,,,,,,,,
33772,,,,,,,,,,
33773,,,,,,,,,,
33775,,,,,,,,,,
33776,,,,,,,,,,
33777,,,,,,,,,,
33778,,,,,,,,,,
33781,,,,,,,,,,
33782,,,,,,,,,,
33785,,,,,,,,,,
33801,,,,,,,,,,
33802,,,,,,,,,,
33803,,,,,,,,,,
33809,,,,,,,,,,
33811,,,,,,,,,,
33812,,,,,,,,,,
33815,,,,,,,,,,
33830,,,,,,,,,,
33852,,,,,,,,,,
33860,,,,,,,,,,
33863,,,,,,,,,,
33870,,,,,,,,,,
33880,,,,,,,,,,
33881,,,,,,,,,,
33884,,,,,,,,,,
33901,,,,,,,,,,
33904,,,,,,,,,,
33906,,,,,,,,,,
33907,,,,,,,,,,
33908,,,,,,,,,,
33912,,,,,,,,,,
33913,,,,,,,,,,
33916,,,,,,,,,,
33917,,,,,,,,,,
33919,,,,,,,,,,
33928,,,,,,,,,,
33931,,,,,,,,,,
33935,,,,,,,,,,
33936,,,,,,,,,,
33948,,,,,,,,,,
33950,,,,,,,,,,
33952,,,,,,,,,,
33954,,,,,,,,,,
33966,,,,,,,,,,
33983,,,,,,,,,,
33990,,,,,,,,,,
34102,,,,,,,,,,
34103,,,,,,,,,,
34104,,,,,,,,,,
34105,,,,,,,,,,
34108,,,,,,,,,,
34109,,,,,,,,,,
34110,,,,,,,,,,
34114,,,,,,,,,,
34116,,,,,,,,,,
34119,,,,,,,,,,
34134,,,,,,,,,,
34135,,,,,,,,,,
34142,,,,,,,,,,
34143,,,,,,,,,,
34145,,,,,,,,,,
34201,,,,,,,,,,
34202,,,,,,,,,,
34203,,,,,,,,,,
34204,,,,,,,,,,
34205,,,,,,,,,,
34207,,,,,,,,,,
34208,,,,,,,,,,
34209,,,,,,,,,,
34210,,,,,,,,,,
34211,,,,,,,,,,
34215,,,,,,,,,,
34216,,,,,,,,,,
34217,,,,,,,,,,
34219,,,,,,,,,,
34221,,,,,,,,,,
34222,,,,,,,,,,
34223,,,,,,,,,,
34228,,,,,,,,,,
34229,,,,,,,,,,
34231,,,,,,,,,,
34232,,,,,,,,,,
34233,,,,,,,,,,
34234,,,,,,,,,,
34236,,,,,,,,,,
34237,,,,,,,,,,
34238,,,,,,,,,,
34239,,,,,,,,,,
34240,,,,,,,,,,
34241,,,,,,,,,,
34242,,,,,,,,,,
34243,,,,,,,,,,
34251,,,,,,,,,,
34270,,,,,,,,,,
34275,,,,,,,,,,
34293,,,,,,,,,,
34429,,,,,,,,,,
34442,,,,,,,,,,
34448,,,,,,,,,,
34470,,,,,,,,,,
34471,,,,,,,,,,
34472,,,,,,,,,,
34473,,,,,,,,,,
34474,,,,,,,,,,
34476,,,,,,,,,,
34478,,,,,,,,,,
34481,,,,,,,,,,
34482,,,,,,,,,,
34604,,,,,,,,,,
34607,,,,,,,,,,
34654,,,,,,,,,,
34655,,,,,,,,,,
34677,,,,,,,,,,
34683,,,,,,,,,,
34684,,,,,,,,,,
34688,,,,,,,,,,
34689,,,,,,,,,,
34690,,,,,,,,,,
34691,,,,,,,,,,
34695,,,,,,,,,,
34698,,,,,,,,,,
34711,,,,,,,,,,
34736,,,,,,,,,,
34741,,,,,,,,,,
34747,,,,,,,,,,
34748,,,,,,,,,,
34749,,,,,,,,,,
34759,,,,,,,,,,
34761,,,,,,,,,,
34771,,,,,,,,,,
34785,,,,,,,,,,
34786,,,,,,,,,,
34787,,,,,,,,,,
34945,,,,,,,,,,
34946,,,,,,,,,,
34947,,,,,,,,,,
34949,,,,,,,,,,
34950,,,,,,,,,,
34952,,,,,,,,,,
34956,,,,,,,,,,
34981,,,,,,,,,,
34984,,,,,,,,,,
34986,,,,,,,,,,
34987,,,,,,,,,,
34990,,,,,,,,,,
34991,,,,,,,,,,
34994,,,,,,,,,,
34996,,,,,,,,,,
34997,,,,,,,,,,
35010,,,,,,,,,,
35011,,,,,,,,,,
35013,,,,,,,,,,
35020,,,,,,,,,,
35021,,,,,,,,,,
35023,,,,,,,,,,
35031,,,,,,,,,,
35045,,,,,,,,,,
35055,,,,,,,,,,
35056,,,,,,,,,,
35080,,,,,,,,,,
35091,,,,,,,,,,
35120,,,,,,,,,,
35121,,,,,,,,,,
35124,,,,,,,,,,
35128,,,,,,,,,,
35150,,,,,,,,,,
35201,,,,,,,,,,
35202,,,,,,,,,,
35203,,,,,,,,,,
35205,,,,,,,,,,
35206,,,,,,,,,,
35209,,,,,,,,,,
35210,,,,,,,,,,
35211,,,,,,,,,,
35212,,,,,,,,,,
35213,,,,,,,,,,
35215,,,,,,,,,,
35216,,,,,,,,,,
35222,,,,,,,,,,
35223,,,,,,,,,,
35233,,,,,,,,,,
35242,,,,,,,,,,
35243,,,,,,,,,,
35244,,,,,,,,,,
35259,,,,,,,,,,
35287,,,,,,,,,,
35288,,,,,,,,,,
35291,,,,,,,,,,
35401,,,,,,,,,,
35444,,,,,,,,,,
35453,,,,,,,,,,
35502,,,,,,,,,,
35540,,,,,,,,,,
35594,,,,,,,,,,
35601,,,,,,,,,,
35630,,,,,,,,,,
35631,,,,,,,,,,
35661,,,,,,,,,,
35758,,,,,,,,,,
35801,,,,,,,,,,
35802,,,,,,,,,,
35803,,,,,,,,,,
35805,,,,,,,,,,
35806,,,,,,,,,,
35815,,,,,,,,,,
35894,,,,,,,,,,
35901,,,,,,,,,,
35904,,,,,,,,,,
35976,,,,,,,,,,
36016,,,,,,,,,,
36027,,,,,,,,,,
36043,,,,,,,,,,
36057,,,,,,,,,,
36066,,,,,,,,,,
36072,,,,,,,,,,
36104,,,,,,,,,,
36109,,,,,,,,,,
36116,,,,,,,,,,
36117,,,,,,,,,,
36191,,,,,,,,,,
36272,,,,,,,,,,
36301,,,,,,,,,,
36323,,,,,,,,,,
36362,,,,,,,,,,
36502,,,,,,,,,,
36526,,,,,,,,,,
36542,,,,,,,,,,
36547,,,,,,,,,,
36577,,,,,,,,,,
36602,,,,,,,,,,
36606,,,,,,,,,,
36609,,,,,,,,,,
36618,,,,,,,,,,
36652,,,,,,,,,,
36693,,,,,,,,,,
36695,,,,,,,,,,
36701,,,,,,,,,,
36784,,,,,,,,,,
36830,,,,,,,,,,
36831,,,,,,,,,,
37013,,,,,,,,,,
37015,,,,,,,,,,
37023,,,,,,,,,,
37027,,,,,,,,,,
37040,,,,,,,,,,
37041,,,,,,,,,,
37048,,,,,,,,,,
37064,,,,,,,,,,
37065,,,,,,,,,,
37066,,,,,,,,,,
37067,,,,,,,,,,
37068,,,,,,,,,,
37069,,,,,,,,,,
37072,,,,,,,,,,
37075,,,,,,,,,,
37076,,,,,,,,,,
37086,,,,,,,,,,
37087,,,,,,,,,,
37088,,,,,,,,,,
37091,,,,,,,,,,
37110,,,,,,,,,,
37122,,,,,,,,,,
37129,,,,,,,,,,
37130,,,,,,,,,,
37133,,,,,,,,,,
37134,,,,,,,,,,
37138,,,,,,,,,,
37172,,,,,,,,,,
37201,,,,,,,,,,
37202,,,,,,,,,,
37203,,,,,,,,,,
37204,,,,,,,,,,
37205,,,,,,,,,,
37209,,,,,,,,,,
37210,,,,,,,,,,
37211,,,,,,,,,,
37212,,,,,,,,,,
37214,,,,,,,,,,
37215,,,,,,,,,,
37217,,,,,,,,,,
37219,,,,,,,,,,
37221,,,,,,,,,,
37228,,,,,,,,,,
37229,,,,,,,,,,
37230,,,,,,,,,,
37303,,,,,,,,,,
37312,,,,,,,,,,
37320,,,,,,,,,,
37357,,,,,,,,,,
37363,,,,,,,,,,
37371,,,,,,,,,,
37401,,,,,,,,,,
37402,,,,,,,,,,
37404,,,,,,,,,,
37405,,,,,,,,,,
37407,,,,,,,,,,
37409,,,,,,,,,,
37410,,,,,,,,,,
37419,,,,,,,,,,
37421,,,,,,,,,,
37601,,,,,,,,,,
37604,,,,,,,,,,
37620,,,,,,,,,,
37621,,,,,,,,,,
37643,,,,,,,,,,
37650,,,,,,,,,,
37660,,,,,,,,,,
37662,,,,,,,,,,
37664,,,,,,,,,,
37701,,,,,,,,,,
37743,,,,,,,,,,
37744,,,,,,,,,,
37745,,,,,,,,,,
37756,,,,,,,,,,
37771,,,,,,,,,,
37774,,,,,,,,,,
37777,,,,,,,,,,
37801,,,,,,,,,,
37804,,,,,,,,,,
37814,,,,,,,,,,
37821,,,,,,,,,,
37830,,,,,,,,,,
37849,,,,,,,,,,
37857,,,,,,,,,,
37864,,,,,,,,,,
37879,,,,,,,,,,
37887,,,,,,,,,,
37901,,,,,,,,,,
37902,,,,,,,,,,
37912,,,,,,,,,,
37917,,,,,,,,,,
37918,,,,,,,,,,
37919,,,,,,,,,,
37920,,,,,,,,,,
37922,,,,,,,,,,
37923,,,,,,,,,,
37928,,,,,,,,,,
37931,,,,,,,,,,
37932,,,,,,,,,,
37934,,,,,,,,,,
37950,,,,,,,,,,
38002,,,,,,,,,,
38006,,,,,,,,,,
38017,,,,,,,,,,
38018,,,,,,,,,,
38024,,,,,,,,,,
38025,,,,,,,,,,
38039,,,,,,,,,,
38042,,,,,,,,,,
38101,,,,,,,,,,
38103,,,,,,,,,,
38108,,,,,,,,,,
38113,,,,,,,,,,
38115,,,,,,,,,,
38116,,,,,,,,,,
38117,,,,,,,,,,
38118,,,,,,,,,,
38119,,,,,,,,,,
38120,,,,,,,,,,
38124,,,,,,,,,,
38125,,,,,,,,,,
38128,,,,,,,,,,
38131,,,,,,,,,,
38132,,,,,,,,,,
38133,,,,,,,,,,
38134,,,,,,,,,,
38137,,,,,,,,,,
38138,,,,,,,,,,
38141,,,,,,,,,,
38150,,,,,,,,,,
38163,,,,,,,,,,
38197,,,,,,,,,,
38253,,,,,,,,,,
38256,,,,,,,,,,
38301,,,,,,,,,,
38305,,,,,,,,,,
38351,,,,,,,,,,
38370,,,,,,,,,,
38401,,,,,,,,,,
38402,,,,,,,,,,
38478,,,,,,,,,,
38501,,,,,,,,,,
38506,,,,,,,,,,
38555,,,,,,,,,,
38583,,,,,,,,,,
38606,,,,,,,,,,
38614,,,,,,,,,,
38627,,,,,,,,,,
38654,,,,,,,,,,
38655,,,,,,,,,,
38701,,,,,,,,,,
38772,,,,,,,,,,
38778,,,,,,,,,,
38801,,,,,,,,,,
38802,,,,,,,,,,
38803,,,,,,,,,,
38804,,,,,,,,,,
38824,,,,,,,,,,
38826,,,,,,,,,,
38827,,,,,,,,,,
38834,,,,,,,,,,
38852,,,,,,,,,,
38858,,,,,,,,,,
38863,,,,,,,,,,
38901,,,,,,,,,,
38930,,,,,,,,,,
39056,,,,,,,,,,
39090,,,,,,,,,,
39094,,,,,,,,,,
39097,,,,,,,,,,
39110,,,,,,,,,,
39120,,,,,,,,,,
39121,,,,,,,,,,
39157,,,,,,,,,,
39180,,,,,,,,,,
39194,,,,,,,,,,
39201,,,,,,,,,,
39202,,,,,,,,,,
39204,,,,,,,,,,
39207,,,,,,,,,,
39208,,,,,,,,,,
39209,,,,,,,,,,
39211,,,,,,,,,,
39212,,,,,,,,,,
39213,,,,,,,,,,
39215,,,,,,,,,,
39216,,,,,,,,,,
39218,,,,,,,,,,
39225,,,,,,,,,,
39232,,,,,,,,,,
39288,,,,,,,,,,
39289,,,,,,,,,,
39305,,,,,,,,,,
39350,,,,,,,,,,
39355,,,,,,,,,,
39401,,,,,,,,,,
39402,,,,,,,,,,
39403,,,,,,,,,,
39441,,,,,,,,,,
39475,,,,,,,,,,
39501,,,,,,,,,,
39502,,,,,,,,,,
39503,,,,,,,,,,
39520,,,,,,,,,,
39530,,,,,,,,,,
39531,,,,,,,,,,
39532,,,,,,,,,,
39533,,,,,,,,,,
39564,,,,,,,,,,
39567,,,,,,,,,,
39701,,,,,,,,,,
39702,,,,,,,,,,
39759,,,,,,,,,,
39817,,,,,,,,,,
40004,,,,,,,,,,
40014,,,,,,,,,,
40065,,,,,,,,,,
40202,,,,,,,,,,
40203,,,,,,,,,,
40204,,,,,,,,,,
40205,,,,,,,,,,
40206,,,,,,,,,,
40207,,,,,,,,,,
40208,,,,,,,,,,
40210,,,,,,,,,,
40212,,,,,,,,,,
40213,,,,,,,,,,
40218,,,,,,,,,,
40220,,,,,,,,,,
40222,,,,,,,,,,
40223,,,,,,,,,,
40229,,,,,,,,,,
40232,,,,,,,,,,
40233,,,,,,,,,,
40242,,,,,,,,,,
40243,,,,,,,,,,
40245,,,,,,,,,,
40253,,,,,,,,,,
40285,,,,,,,,,,
40299,,,,,,,,,,
40324,,,,,,,,,,
40330,,,,,,,,,,
40362,,,,,,,,,,
40383,,,,,,,,,,
40391,,,,,,,,,,
40422,,,,,,,,,,
40444,,,,,,,,,,
40484,,,,,,,,,,
40502,,,,,,,,,,
40503,,,,,,,,,,
40504,,,,,,,,,,
40505,,,,,,,,,,
40507,,,,,,,,,,
40508,,,,,,,,,,
40509,,,,,,,,,,
40511,,,,,,,,,,
40517,,,,,,,,,,
40550,,,,,,,,,,
40579,,,,,,,,,,
40601,,,,,,,,,,
40602,,,,,,,,,,
40741,,,,,,,,,,
40743,,,,,,,,,,
40965,,,,,,,,,,
41011,,,,,,,,,,
41012,,,,,,,,,,
41017,,,,,,,,,,
41018,,,,,,,,,,
41022,,,,,,,,,,
41031,,,,,,,,,,
41040,,,,,,,,,,
41042,,,,,,,,,,
41048,,,,,,,,,,
41071,,,,,,,,,,
41072,,,,,,,,,,
41075,,,,,,,,,,
41076,,,,,,,,,,
41091,,,,,,,,,,
41101,,,,,,,,,,
41102,,,,,,,,,,
41105,,,,,,,,,,
41129,,,,,,,,,,
41169,,,,,,,,,,
41501,,,,,,,,,,
41502,,,,,,,,,,
41514,,,,,,,,,,
41605,,,,,,,,,,
41702,,,,,,,,,,
41751,,,,,,,,,,
42001,,,,,,,,,,
42002,,,,,,,,,,
42029,,,,,,,,,,
42101,,,,,,,,,,
42102,,,,,,,,,,
42103,,,,,,,,,,
42104,,,,,,,,,,
42134,,,,,,,,,,
42135,,,,,,,,,,
42301,,,,,,,,,,
42304,,,,,,,,,,
42420,,,,,,,,,,
42431,,,,,,,,,,
42440,,,,,,,,,,
42701,,,,,,,,,,
42728,,,,,,,,,,
43002,,,,,,,,,,
43015,,,,,,,,,,
43016,,,,,,,,,,
43017,,,,,,,,,,
43025,,,,,,,,,,
43026,,,,,,,,,,
43031,,,,,,,,,,
43035,,,,,,,,,,
43040,,,,,,,,,,
43041,,,,,,,,,,
43050,,,,,,,,,,
43054,,,,,,,,,,
43055,,,,,,,,,,
43058,,,,,,,,,,
43065,,,,,,,,,,
43068,,,,,,,,,,
43081,,,,,,,,,,
43082,,,,,,,,,,
43085,,,,,,,,,,
43105,,,,,,,,,,
43107,,,,,,,,,,
43110,,,,,,,,,,
43125,,,,,,,,,,
43130,,,,,,,,,,
43137,,,,,,,,,,
43147,,,,,,,,,,
43201,,,,,,,,,,
43204,,,,,,,,,,
43207,,,,,,,,,,
43209,,,,,,,,,,
43212,,,,,,,,,,
43213,,,,,,,,,,
43214,,,,,,,,,,
43215,,,,,,,,,,
43216,,,,,,,,,,
43218,,,,,,,,,,
43219,,,,,,,,,,
43220,,,,,,,,,,
43221,,,,,,,,,,
43224,,,,,,,,,,
43228,,,,,,,,,,
43229,,,,,,,,,,
43230,,,,,,,,,,
43231,,,,,,,,,,
43235,,,,,,,,,,
43240,,,,,,,,,,
43271,,,,,,,,,,
43287,,,,,,,,,,
43301,,,,,,,,,,
43302,,,,,,,,,,
43351,,,,,,,,,,
43402,,,,,,,,,,
43420,,,,,,,,,,
43431,,,,,,,,,,
43443,,,,,,,,,,
43502,,,,,,,,,,
43506,,,,,,,,,,
43512,,,,,,,,,,
43528,,,,,,,,,,
43537,,,,,,,,,,
43543,,,,,,,,,,
43551,,,,,,,,,,
43556,,,,,,,,,,
43560,,,,,,,,,,
43604,,,,,,,,,,
43606,,,,,,,,,,
43611,,,,,,,,,,
43615,,,,,,,,,,
43617,,,,,,,,,,
43652,,,,,,,,,,
43659,,,,,,,,,,
43666,,,,,,,,,,
43697,,,,,,,,,,
43701,,,,,,,,,,
43702,,,,,,,,,,
43724,,,,,,,,,,
43725,,,,,,,,,,
43812,,,,,,,,,,
43912,,,,,,,,,,
43920,,,,,,,,,,
43935,,,,,,,,,,
43945,,,,,,,,,,
43950,,,,,,,,,,
43952,,,,,,,,,,
43968,,,,,,,,,,
44001,,,,,,,,,,
44012,,,,,,,,,,
44017,,,,,,,,,,
44022,,,,,,,,,,
44023,,,,,,,,,,
44024,,,,,,,,,,
44026,,,,,,,,,,
44035,,,,,,,,,,
44036,,,,,,,,,,
44052,,,,,,,,,,
44056,,,,,,,,,,
44060,,,,,,,,,,
44062,,,,,,,,,,
44070,,,,,,,,,,
44077,,,,,,,,,,
44087,,,,,,,,,,
44092,,,,,,,,,,
44094,,,,,,,,,,
44095,,,,,,,,,,
44101,,,,,,,,,,
44102,,,,,,,,,,
44103,,,,,,,,,,
44105,,,,,,,,,,
44106,,,,,,,,,,
44108,,,,,,,,,,
44109,,,,,,,,,,
44110,,,,,,,,,,
44112,,,,,,,,,,
44113,,,,,,,,,,
44114,,,,,,,,,,
44115,,,,,,,,,,
44116,,,,,,,,,,
44117,,,,,,,,,,
44118,,,,,,,,,,
44120,,,,,,,,,,
44122,,,,,,,,,,
44124,,,,,,,,,,
44125,,,,,,,,,,
44128,,,,,,,,,,
44130,,,,,,,,,,
44131,,,,,,,,,,
44134,,,,,,,,,,
44136,,,,,,,,,,
44139,,,,,,,,,,
44141,,,,,,,,,,
44143,,,,,,,,,,
44144,,,,,,,,,,
44145,,,,,,,,,,
44146,,,,,,,,,,
44202,,,,,,,,,,
44203,,,,,,,,,,
44222,,,,,,,,,,
44223,,,,,,,,,,
44236,,,,,,,,,,
44240,,,,,,,,,,
44256,,,,,,,,,,
44258,,,,,,,,,,
44266,,,,,,,,,,
44286,,,,,,,,,,
44301,,,,,,,,,,
44305,,,,,,,,,,
44308,,,,,,,,,,
44309,,,,,,,,,,
44310,,,,,,,,,,
44314,,,,,,,,,,
44316,,,,,,,,,,
44319,,,,,,,,,,
44321,,,,,,,,,,
44333,,,,,,,,,,
44334,,,,,,,,,,
44406,,,,,,,,,,
44410,,,,,,,,,,
44420,,,,,,,,,,
44446,,,,,,,,,,
44460,,,,,,,,,,
44481,,,,,,,,,,
44482,,,,,,,,,,
44483,,,,,,,,,,
44484,,,,,,,,,,
44501,,,,,,,,,,
44503,,,,,,,,,,
44505,,,,,,,,,,
44512,,,,,,,,,,
44513,,,,,,,,,,
44514,,,,,,,,,,
44614,,,,,,,,,,
44622,,,,,,,,,,
44629,,,,,,,,,,
44633,,,,,,,,,,
44637,,,,,,,,,,
44640,,,,,,,,,,
44646,,,,,,,,,,
44647,,,,,,,,,,
44648,,,,,,,,,,
44654,,,,,,,,,,
44657,,,,,,,,,,
44663,,,,,,,,,,
44667,,,,,,,,,,
44672,,,,,,,,,,
44685,,,,,,,,,,
44691,,,,,,,,,,
44701,,,,,,,,,,
44702,,,,,,,,,,
44706,,,,,,,,,,
44711,,,,,,,,,,
44718,,,,,,,,,,
44720,,,,,,,,,,
44811,,,,,,,,,,
44820,,,,,,,,,,
44833,,,,,,,,,,
44870,,,,,,,,,,
44871,,,,,,,,,,
44901,,,,,,,,,,
44903,,,,,,,,,,
44905,,,,,,,,,,
44907,,,,,,,,,,
45005,,,,,,,,,,
45011,,,,,,,,,,
45012,,,,,,,,,,
45014,,,,,,,,,,
45036,,,,,,,,,,
45040,,,,,,,,,,
45066,,,,,,,,,,
45069,,,,,,,,,,
45102,,,,,,,,,,
45103,,,,,,,,,,
45111,,,,,,,,,,
45133,,,,,,,,,,
45140,,,,,,,,,,
45150,,,,,,,,,,
45177,,,,,,,,,,
45201,,,,,,,,,,
45202,,,,,,,,,,
45205,,,,,,,,,,
45206,,,,,,,,,,
45208,,,,,,,,,,
45209,5,0,1,1,1,2,6,26,,
45211,,,,,,,,,,
45212,,,,,,,,,,
45213,,,,,,,,,,
45215,,,,,,,,,,
45217,,,,,,,,,,
45222,,,,,,,,,,
45226,,,,,,,,,,
45227,,,,,,,,,,
45230,,,,,,,,,,
45231,,,,,,,,,,
45236,,,,,,,,,,
45237,,,,,,,,,,
45238,,,,,,,,,,
45240,,,,,,,,,,
45241,,,,,,,,,,
45242,,,,,,,,,,
45244,,,,,,,,,,
45245,,,,,,,,,,
45246,,,,,,,,,,
45247,,,,,,,,,,
45248,,,,,,,,,,
45249,,,,,,,,,,
45262,,,,,,,,,,
45263,,,,,,,,,,
45275,,,,,,,,,,
45327,,,,,,,,,,
45331,,,,,,,,,,
45334,,,,,,,,,,
45342,,,,,,,,,,
45348,,,,,,,,,,
45350,,,,,,,,,,
45365,,,,,,,,,,
45373,,,,,,,,,,
45377,,,,,,,,,,
45380,,,,,,,,,,
45383,,,,,,,,,,
45401,,,,,,,,,,
45402,,,,,,,,,,
45414,,,,,,,,,,
45420,,,,,,,,,,
45423,,,,,,,,,,
45424,,,,,,,,,,
45426,,,,,,,,,,
45429,,,,,,,,,,
45430,,,,,,,,,,
45431,,,,,,,,,,
45432,,,,,,,,,,
45437,,,,,,,,,,
45439,,,,,,,,,,
45440,,,,,,,,,,
45449,,,,,,,,,,
45458,,,,,,,,,,
45459,,,,,,,,,,
45479,,,,,,,,,,
45501,,,,,,,,,,
45502,,,,,,,,,,
45503,,,,,,,,,,
45601,,,,,,,,,,
45631,,,,,,,,,,
45638,,,,,,,,,,
45640,,,,,,,,,,
45662,,,,,,,,,,
45714,,,,,,,,,,
45750,,,,,,,,,,
45764,,,,,,,,,,
45802,,,,,,,,,,
45830,,,,,,,,,,
45833,,,,,,,,,,
45840,,,,,,,,,,
46001,,,,,,,,,,
46013,,,,,,,,,,
46015,,,,,,,,,,
46032,,,,,,,,,,
46037,,,,,,,,,,
46041,,,,,,,,,,
46064,,,,,,,,,,
46074,,,,,,,,,,
46077,,,,,,,,,,
46120,,,,,,,,,,
46131,,,,,,,,,,
46140,,,,,,,,,,
46143,,,,,,,,,,
46168,,,,,,,,,,
46176,,,,,,,,,,
46202,,,,,,,,,,
46203,,,,,,,,,,
46204,,,,,,,,,,
46205,,,,,,,,,,
46206,,,,,,,,,,
46207,,,,,,,,,,
46214,,,,,,,,,,
46216,,,,,,,,,,
46219,,,,,,,,,,
46221,,,,,,,,,,
46222,,,,,,,,,,
46225,,,,,,,,,,
46227,,,,,,,,,,
46231,,,,,,,,,,
46235,,,,,,,,,,
46236,,,,,,,,,,
46239,,,,,,,,,,
46240,,,,,,,,,,
46241,,,,,,,,,,
46244,,,,,,,,,,
46250,,,,,,,,,,
46254,,,,,,,,,,
46256,,,,,,,,,,
46260,,,,,,,,,,
46268,,,,,,,,,,
46278,,,,,,,,,,
46285,,,,,,,,,,
46290,,,,,,,,,,
46312,,,,,,,,,,
46320,,,,,,,,,,
46321,,,,,,,,,,
46341,,,,,,,,,,
46350,,,,,,,,,,
46360,,,,,,,,,,
46373,,,,,,,,,,
46383,,,,,,,,,,
46385,,,,,,,,,,
46406,,,,,,,,,,
46410,,,,,,,,,,
46511,,,,,,,,,,
46514,,,,,,,,,,
46515,,,,,,,,,,
46516,,,,,,,,,,
46517,,,,,,,,,,
46526,,,,,,,,,,
46527,,,,,,,,,,
46528,,,,,,,,,,
46540,,,,,,,,,,
46542,,,,,,,,,,
46544,,,,,,,,,,
46545,,,,,,,,,,
46546,,,,,,,,,,
46580,,,,,,,,,,
46581,,,,,,,,,,
46582,,,,,,,,,,
46601,,,,,,,,,,
46613,,,,,,,,,,
46617,,,,,,,,,,
46619,,,,,,,,,,
46624,,,,,,,,,,
46628,,,,,,,,,,
46634,,,,,,,,,,
46635,,,,,,,,,,
46706,,,,,,,,,,
46714,,,,,,,,,,
46721,,,,,,,,,,
46733,,,,,,,,,,
46737,,,,,,,,,,
46748,,,,,,,,,,
46750,,,,,,,,,,
46777,,,,,,,,,,
46783,,,,,,,,,,
46801,,,,,,,,,,
46802,,,,,,,,,,
46803,,,,,,,,,,
46804,,,,,,,,,,
46808,,,,,,,,,,
46809,,,,,,,,,,
46815,,,,,,,,,,
46825,,,,,,,,,,
46845,,,,,,,,,,
46901,,,,,,,,,,
46902,,,,,,,,,,
46904,,,,,,,,,,
46914,,,,,,,,,,
46923,,,,,,,,,,
46947,,,,,,,,,,
46952,,,,,,,,,,
46970,,,,,,,,,,
46992,,,,,,,,,,
47001,,,,,,,,,,
47006,,,,,,,,,,
47012,,,,,,,,,,
47025,,,,,,,,,,
47112,,,,,,,,,,
47129,,,,,,,,,,
47130,,,,,,,,,,
47150,,,,,,,,,,
47151,,,,,,,,,,
47201,,,,,,,,,,
47202,,,,,,,,,,
47240,,,,,,,,,,
47250,,,,,,,,,,
47263,,,,,,,,,,
47265,,,,,,,,,,
47274,,,,,,,,,,
47305,,,,,,,,,,
47307,,,,,,,,,,
47308,,,,,,,,,,
47320,,,,,,,,,,
47360,,,,,,,,,,
47362,,,,,,,,,,
47374,,,,,,,,,,
47375,,,,,,,,,,
47390,,,,,,,,,,
47394,,,,,,,,,,
47401,,,,,,,,,,
47404,,,,,,,,,,
47408,,,,,,,,,,
47432,,,,,,,,,,
47460,,,,,,,,,,
47501,,,,,,,,,,
47523,,,,,,,,,,
47546,,,,,,,,,,
47549,,,,,,,,,,
47586,,,,,,,,,,
47591,,,,,,,,,,
47640,,,,,,,,,,
47705,,,,,,,,,,
